,Gender,TypeofDisability,castecategory,Religion,Candidate State,Candidate District,PartnerName,TC State,TC District,TC Constituency,TC Name,SectorName,JobRole,TotalCandidatesinBatch,agegroup,EducationLevel,placed
60323,2,1,1,3,8,80,1018,8,78,79,2979,21,53,6,3,5,
5247,2,2,3,1,5,56,1003,5,103,100,2807,13,7,1,3,2,
38452,2,1,3,3,5,151,64,5,149,144,1173,4,4,1,3,3,
73581,1,1,3,3,21,558,123,21,656,529,4475,4,4,1,3,3,
139185,1,1,1,3,17,246,212,17,249,55,396,1,1,1,5,2,
54000,1,1,3,3,8,270,90,8,231,222,750,8,28,1,4,3,
76159,1,1,4,7,15,254,219,15,257,280,1231,3,9,6,4,3,
79998,1,1,2,3,8,343,90,8,342,318,1131,1,1,1,7,2,
50483,1,1,4,3,23,298,602,22,297,281,5758,1,1,1,5,2,
35575,1,1,3,1,4,229,358,4,232,223,4831,8,28,1,4,4,
82843,1,1,3,3,3,411,2291,3,407,54,7454,1,1,1,4,2,
131555,2,1,4,3,1,14,14,1,14,123,424,3,9,4,3,3,
4790,1,1,1,1,14,40,54,14,40,270,446,19,104,1,6,2,
51243,1,1,3,5,21,665,1732,21,258,249,5544,1,1,1,5,2,
101007,2,1,4,3,11,578,135,11,270,260,407,25,73,1,2,3,
35657,2,1,1,3,6,8,430,6,8,8,6421,3,9,1,4,3,
41012,1,1,1,3,22,138,136,25,135,341,2294,5,5,1,3,3,
89992,1,1,1,7,15,105,1229,15,100,98,3690,3,45,1,4,3,
45756,1,1,1,1,5,115,67,5,112,109,141,7,62,1,2,2,
86742,2,1,3,3,24,519,19,23,503,451,1454,3,3,1,2,2,
26141,1,1,4,1,4,5,178,4,544,476,1786,5,5,1,4,3,
107755,2,1,2,3,24,634,19,23,631,521,3262,3,45,1,2,4,
36327,1,1,3,4,15,344,209,15,223,216,325,11,79,1,2,2,
103656,2,1,1,4,17,64,23,17,63,65,6573,11,30,1,3,5,
51780,2,1,1,3,3,52,4,3,53,53,1577,9,21,1,6,3,
101278,2,1,3,3,6,79,86,6,77,78,1987,2,15,1,3,2,
33551,2,1,1,3,11,412,35,13,119,116,36,17,31,1,4,2,
38144,2,1,1,3,14,324,45,14,393,362,1108,12,113,1,3,2,
146116,1,1,3,3,12,462,59,12,158,48,399,17,90,1,5,3,
97302,1,1,3,3,29,598,45,13,331,311,3920,4,7,1,4,3,
51046,1,1,1,4,8,106,65,8,102,99,127,8,28,1,4,2,
33810,1,1,3,3,8,16,91,8,16,16,1348,30,133,1,3,2,
27349,2,1,1,3,9,544,19,9,252,241,1335,3,45,8,3,5,
128828,2,1,3,3,12,23,67,12,23,58,1102,4,7,8,2,3,
33788,1,1,1,3,8,206,1951,8,203,196,6342,1,1,1,3,2,
61862,1,1,1,3,14,40,54,14,40,270,446,1,8,1,6,2,
122035,2,1,1,3,8,149,260,8,147,142,2371,3,9,1,3,5,
122034,1,1,1,3,8,206,65,8,203,196,1593,17,31,1,3,3,
50197,1,1,1,3,3,304,132,3,306,54,171,3,9,1,3,3,
146663,2,1,3,3,13,553,155,17,63,65,210,9,13,1,3,3,
136930,1,1,3,3,16,98,34,16,94,436,3126,11,30,1,4,6,
72453,1,1,1,3,1,14,136,1,14,123,1146,5,66,1,3,2,
17955,2,1,1,3,8,220,208,8,218,85,3025,3,45,1,2,3,
14414,2,1,3,7,15,314,108,15,317,268,1516,6,6,1,4,3,
27433,2,1,1,1,6,520,99,6,504,199,1455,4,4,1,1,3,
141564,2,1,3,3,5,187,1069,5,185,178,5098,3,39,1,3,3,
55014,2,1,1,3,14,200,54,14,196,189,272,3,3,6,2,3,
91634,1,1,3,3,5,7,1469,5,156,7,4552,4,4,1,3,3,
115529,2,1,3,1,24,519,19,23,389,285,774,4,4,1,2,3,
54911,1,1,3,7,15,254,619,15,257,248,1424,4,7,5,3,2,
10715,2,1,1,1,22,138,1,25,135,341,2096,4,4,1,2,3,
32006,2,1,3,3,6,83,845,6,81,192,2197,11,30,2,3,5,
61653,1,1,1,3,9,18,437,9,18,18,1012,3,45,1,4,5,
56775,2,1,1,4,3,78,681,15,170,45,3193,7,62,18,2,2,
145124,1,1,1,3,1,580,1,1,571,305,2071,5,42,1,2,3,
15219,2,1,1,5,5,39,33,5,321,303,567,9,13,1,2,3,
90942,1,1,1,3,5,136,1788,5,133,128,5977,1,1,1,3,3,
21852,1,1,1,4,15,282,590,15,491,429,1351,1,1,9,3,2,
94104,2,1,3,7,15,207,496,15,239,186,3140,3,9,1,3,3,
92719,1,1,3,1,14,200,54,14,196,438,1312,6,41,1,2,2,
124435,2,1,3,1,11,559,905,11,550,188,3212,15,32,1,2,3,
130908,2,1,3,3,8,74,11,8,72,74,470,9,13,1,3,3,
20313,2,1,4,3,19,60,67,19,60,61,114,5,5,1,3,3,
70507,2,1,1,1,8,188,38,8,186,36,938,5,48,1,2,3,
35418,2,1,4,3,24,148,1066,23,146,306,4173,12,17,1,2,2,
45388,2,1,3,3,3,78,483,3,76,6,3347,15,32,1,2,2,
94751,2,2,1,5,5,56,1003,5,103,100,2807,13,7,1,3,2,
91877,2,1,4,3,6,140,33,6,137,133,5909,4,7,12,4,3,
28193,1,1,3,1,24,476,19,23,468,420,1247,1,59,1,4,2,
86897,1,1,3,3,19,60,132,19,60,61,171,8,28,1,3,5,
140655,2,1,3,1,9,18,19,23,146,285,485,3,45,1,5,5,
14328,2,1,1,1,22,154,38,25,152,147,1668,20,51,1,2,3,
40702,2,1,1,3,8,343,1138,8,342,318,3368,11,30,1,4,5,
124770,1,1,4,3,1,65,14,1,14,123,424,5,66,2,4,3,
137294,2,1,3,3,24,237,87,23,240,228,547,3,20,1,2,2,
95310,2,1,1,5,8,220,441,8,218,85,899,4,70,8,3,3,
46201,2,1,3,4,8,318,382,8,319,301,5869,3,9,1,4,3,
32781,1,1,1,3,22,361,87,25,572,496,2082,3,20,1,4,5,
24282,2,1,4,3,8,339,71,8,337,204,4891,10,116,1,3,2,
22109,1,1,1,3,1,190,136,1,188,182,5568,5,66,1,3,3,
147761,1,1,1,1,5,157,11,5,155,150,202,9,35,1,2,3,
78325,1,1,3,4,20,113,887,20,110,174,2353,1,1,1,2,2,
17701,1,1,2,1,17,303,1200,17,305,288,5155,10,50,1,4,5,
29367,2,1,4,4,6,140,33,6,137,133,5463,4,7,5,3,3,
146736,2,1,3,3,5,252,1906,5,254,244,4787,25,73,1,3,3,
51656,1,1,3,7,15,282,1122,15,491,429,3806,3,19,1,4,2,
147535,2,1,4,3,14,311,686,14,312,348,1677,3,9,1,3,2,
69217,2,1,1,3,16,100,89,16,96,94,118,9,49,1,5,5,
30753,1,1,3,3,12,161,45,12,171,48,957,4,7,8,4,3,
67415,1,1,1,3,8,339,11,8,337,204,588,4,70,6,3,3,
20279,1,1,1,3,1,65,54,1,64,114,4230,6,6,1,6,3,
146168,1,1,3,1,8,188,38,8,186,36,938,12,17,1,3,3,
107331,2,1,3,5,20,61,168,19,175,61,234,18,220,1,3,3,
146900,1,1,4,3,5,57,257,5,56,57,4374,3,9,1,3,3,
3014,1,1,1,1,3,69,59,3,68,4,444,7,10,6,4,2,
56870,2,1,3,3,5,201,1187,5,197,320,3724,3,9,1,2,3,
58202,2,1,3,3,14,325,296,14,326,46,6667,3,20,6,4,2,
69185,2,2,3,5,5,259,837,5,179,171,2174,13,36,1,7,2,
130026,1,1,3,3,3,62,1062,3,398,230,7327,4,4,1,3,3,
149209,2,1,1,3,8,622,34,8,623,354,3000,12,17,1,3,3,
142912,2,1,4,3,5,144,81,5,142,138,185,15,82,1,3,2,
112569,1,1,4,3,6,140,1100,6,137,133,243,10,14,1,3,2,
107218,2,1,3,3,24,319,750,23,324,370,1892,23,63,6,2,2,
142594,1,1,1,1,8,16,914,8,16,16,6236,27,126,1,3,3,
54056,1,1,3,7,15,263,156,15,260,251,2285,6,6,1,3,2,
8826,1,1,3,3,19,297,361,19,296,93,694,1,1,1,4,2,
111142,1,1,3,3,18,286,142,18,285,271,447,5,77,1,2,3,
57513,2,1,3,1,5,337,98,5,97,95,119,4,4,1,1,2,
47926,2,1,3,1,4,456,38,4,505,486,3755,19,101,6,2,2,
135848,1,1,3,3,13,579,59,13,331,311,1076,2,123,1,3,3,
136205,1,1,3,5,9,544,19,9,19,19,19,6,6,1,6,6,
17378,2,1,1,3,5,144,239,5,142,138,3030,3,9,1,2,2,
32745,2,1,3,3,3,3,153,3,3,3,1061,3,3,1,5,2,
65160,1,1,1,5,13,122,1834,13,51,51,5966,7,10,1,2,2,
142033,1,1,3,1,4,143,1094,4,352,328,3207,7,62,19,7,5,
114683,2,1,3,1,6,79,862,6,77,78,5379,15,32,1,2,3,
51601,2,1,1,1,17,584,144,17,592,347,5772,15,32,1,2,3,
134584,2,1,1,1,9,38,38,9,140,343,699,2,74,1,2,3,
7755,1,1,3,5,20,379,200,20,475,107,1988,5,5,1,5,3,
68259,1,1,3,3,8,300,265,8,301,89,817,9,36,6,4,3,
142861,2,1,1,3,5,359,581,5,359,333,1309,3,9,1,4,3,
138332,2,1,3,3,12,23,62,12,23,23,4942,4,7,1,2,2,
123276,1,1,1,3,11,183,105,11,181,175,1225,1,1,1,3,2,
983,2,1,3,3,8,245,11,8,247,237,832,9,35,1,3,3,
70134,2,1,1,3,1,14,255,1,14,123,1199,3,9,1,3,5,
5651,2,1,1,5,3,133,299,3,90,64,2939,3,38,1,3,2,
35124,1,1,1,3,3,35,49,3,35,35,2005,7,47,6,2,2,
53816,1,1,3,3,12,48,356,12,171,48,1941,9,35,2,3,3,
96961,2,1,4,1,21,458,532,21,452,411,1174,27,126,1,7,3,
133336,1,1,4,3,8,15,11,8,337,204,588,1,24,1,4,2,
26986,2,1,3,1,8,389,90,8,384,99,3516,5,22,1,2,2,
107970,1,1,1,1,11,490,12,11,482,431,2297,5,5,1,1,3,
143362,2,1,4,1,11,490,157,11,482,431,2771,5,42,1,2,2,
122066,1,1,3,3,12,192,379,12,49,48,737,5,66,1,2,2,
42897,1,1,3,3,3,133,256,3,90,64,438,4,7,10,4,2,
46931,2,1,3,3,14,446,278,14,440,233,1370,3,19,1,2,3,
74152,2,1,3,3,5,285,485,5,284,138,1308,10,50,8,2,3,
80970,2,1,1,5,5,171,376,5,39,39,730,3,9,1,3,3,
17149,1,1,3,7,5,171,39,5,39,39,1796,1,1,1,3,3,
128849,2,1,1,3,7,373,731,7,126,13,1835,3,44,1,1,2,
35554,2,1,2,3,14,594,45,14,585,424,3422,11,30,2,3,5,
74554,2,1,1,3,22,154,255,25,152,173,1768,3,45,1,3,5,
42496,1,1,3,3,4,273,251,4,273,264,419,10,25,1,2,2,
24203,1,1,4,3,1,190,1,1,188,182,345,4,4,1,5,2,
20190,1,1,1,1,1,14,14,1,14,123,424,3,9,1,2,3,
108405,1,1,3,3,4,234,739,4,236,226,1858,4,4,1,3,3,
138407,1,1,1,3,8,206,208,8,203,196,2983,3,45,1,3,3,
74768,2,1,3,5,20,283,59,20,282,110,2026,11,30,1,4,5,
87371,1,1,3,3,7,274,30,7,274,232,420,1,8,1,2,3,
138209,2,1,1,3,5,409,1100,5,405,109,5617,12,17,1,3,2,
123480,1,1,3,5,12,321,74,12,169,163,2397,1,1,1,2,2,
39835,1,1,3,3,13,306,2020,13,106,292,6593,17,160,1,2,3,
17584,1,1,3,3,17,54,135,17,230,65,2592,6,55,1,3,5,
133359,1,1,2,1,24,444,38,23,438,402,2246,6,41,1,2,3,
136062,2,1,1,5,23,204,602,22,454,413,5626,19,40,12,3,2,
33453,2,1,3,1,3,52,268,3,53,53,466,4,4,1,5,2,
145182,2,1,2,5,20,376,460,20,238,107,2921,28,148,1,3,5,
48657,1,1,1,3,3,9,9,3,9,9,1913,7,47,1,6,1,
67407,1,1,3,1,20,202,868,20,566,107,2276,28,148,1,3,3,
147881,1,1,1,1,11,95,95,11,246,236,560,11,30,2,3,5,
89508,1,1,4,3,4,576,1423,4,569,404,4577,1,8,2,5,2,
43324,2,1,4,3,9,19,242,9,75,154,3304,3,45,14,4,6,
63702,1,1,3,1,11,183,820,17,338,314,2126,7,10,1,3,3,
50517,2,1,2,1,6,358,99,6,358,412,782,3,9,1,1,5,
33108,1,1,1,3,8,270,343,8,231,222,2859,9,36,1,4,2,
59744,2,1,1,1,5,346,11,5,344,321,1185,9,21,1,2,3,
139874,1,1,3,3,5,193,92,5,367,342,1810,7,11,1,3,2,
13665,2,1,3,3,13,122,969,13,118,115,3842,25,73,10,3,3,
63160,2,1,1,3,8,449,115,8,443,16,1051,4,7,1,7,2,
59834,1,1,3,4,5,157,1348,5,155,150,4145,1,8,10,4,3,
87095,2,1,1,3,11,559,288,11,550,482,5337,9,36,1,3,5,
143716,2,1,3,3,3,62,59,3,398,230,808,2,2,1,3,2,
145309,2,6,3,3,13,122,469,3,90,64,1284,13,41,1,4,2,
46386,1,2,3,5,20,283,338,20,282,110,647,13,35,1,3,3,
142135,1,1,3,1,18,216,59,18,336,206,746,1,24,1,2,5,
39655,1,1,1,3,8,59,37,8,275,60,5332,11,30,1,3,3,
83350,1,1,1,3,8,59,11,8,59,60,1425,11,69,1,4,3,
19419,2,1,1,3,11,356,703,11,270,260,2010,3,20,6,3,2,
57654,1,1,1,3,5,187,126,5,185,178,1567,9,35,6,3,3,
133896,1,1,3,3,5,171,2399,5,39,39,7774,10,14,1,3,5,
35313,2,1,1,3,5,152,73,5,150,145,913,19,115,1,4,3,
49202,1,1,3,3,14,513,579,14,455,414,1888,1,1,2,5,2,
7072,2,1,3,4,3,133,473,3,90,64,998,3,9,1,2,3,
113232,2,1,4,3,24,424,38,23,415,304,929,12,17,1,4,4,
98127,1,1,3,3,6,25,430,6,25,50,5069,1,1,1,4,5,
91283,2,1,2,3,8,276,34,8,269,258,417,4,7,8,3,3,
139454,1,1,3,3,12,161,157,12,174,201,296,21,95,1,3,3,
140770,1,1,1,3,21,511,268,21,497,448,2774,10,18,1,7,1,
83223,1,1,3,1,4,53,5,4,462,416,2462,1,24,1,6,3,
47069,1,1,4,3,5,294,1434,5,279,266,4458,21,95,1,2,2,
26945,1,1,1,3,5,352,33,5,349,326,3918,4,7,13,3,3,
108628,1,1,3,3,20,266,45,20,238,107,347,7,10,1,3,2,
99115,1,1,3,3,8,16,115,8,16,16,2974,7,11,1,3,2,
97487,1,1,3,3,6,140,337,6,137,133,643,11,16,1,3,5,
118149,1,1,1,3,14,311,929,14,312,348,3746,1,1,1,3,2,
125373,1,1,3,3,8,534,145,8,148,143,193,9,21,1,3,3,
145143,2,1,1,3,5,259,736,5,179,171,4924,4,4,1,4,2,
142650,2,1,3,1,8,245,37,8,247,237,631,5,22,1,3,2,
92486,1,1,1,1,17,303,1692,11,461,357,5390,5,5,1,2,2,
136623,1,1,2,2,26,516,59,26,460,149,1121,7,10,1,3,2,
105861,2,1,1,5,5,136,11,5,351,327,622,4,4,1,2,3,
117571,2,1,3,3,5,187,126,5,185,178,2288,9,35,1,4,3,
68080,2,1,3,3,24,476,19,23,468,420,1247,6,55,1,3,3,
103998,2,1,1,1,1,182,74,1,563,492,1942,28,63,1,3,2,
108617,2,1,3,1,13,123,59,13,331,311,1076,15,139,1,2,2,
88909,2,1,4,7,15,105,232,15,45,44,523,19,104,1,4,3,
77963,2,1,4,3,3,9,2171,3,9,9,7066,12,17,1,4,2,
105149,1,1,4,1,8,150,915,8,148,143,2476,9,35,9,2,2,
33819,2,1,3,3,3,124,13,3,120,35,5593,4,4,1,3,3,
2959,1,1,1,1,11,383,19,11,377,351,997,3,45,6,4,3,
996,1,1,3,1,21,130,420,21,127,124,844,8,89,1,6,2,
71208,2,1,1,3,6,17,579,6,17,17,5130,6,6,1,3,5,
22881,2,1,3,3,17,54,84,13,26,26,115,4,4,12,3,3,
30708,1,1,1,3,11,256,943,11,259,250,2578,4,4,5,4,5,
2312,2,1,1,1,5,226,396,5,227,442,779,18,88,8,3,3,
4601,1,1,3,1,13,176,59,13,82,82,98,1,24,1,4,6,
42809,2,1,3,3,13,579,59,13,119,116,1392,1,59,1,3,2,
119089,2,1,3,1,15,223,108,15,221,214,2579,14,27,1,2,2,
99032,1,1,1,3,5,66,1010,5,65,67,5163,6,6,1,4,3,
123513,1,1,1,3,3,133,283,3,90,64,2266,1,1,1,4,2,
118915,1,1,3,3,4,132,346,4,129,125,662,7,10,1,2,5,
133608,2,1,1,3,17,646,135,17,486,372,1273,9,36,9,2,2,
75796,1,1,4,3,1,428,151,1,430,394,1936,5,42,1,3,5,
129172,2,1,1,1,5,201,61,5,197,190,273,9,13,1,2,3,
149543,1,1,4,3,11,381,19,11,375,349,735,4,7,1,2,2,
11694,1,1,3,1,9,177,61,9,177,168,1547,8,28,1,3,3,
55778,1,1,1,3,14,336,686,14,335,313,2204,3,9,1,2,3,
132373,2,1,1,3,6,25,908,6,25,50,2451,3,9,1,2,3,
25484,2,1,1,4,6,12,800,6,12,12,5652,4,4,1,3,2,
106029,2,1,3,3,5,57,257,5,56,57,4374,3,9,1,3,3,
77529,1,1,1,3,1,190,212,1,188,182,2986,1,1,1,6,2,
5095,2,1,3,1,14,324,481,14,393,362,2755,12,17,1,4,2,
112923,1,1,1,3,8,80,1685,8,78,79,5375,3,45,8,3,5,
44930,1,1,3,3,4,185,282,4,183,176,1641,30,99,1,2,3,
80571,2,1,3,3,3,62,132,3,398,230,171,5,5,1,3,2,
106108,1,1,2,1,13,34,84,13,34,34,321,17,31,6,3,5,
10223,2,1,3,4,24,148,19,23,146,306,1595,6,81,1,3,5,
114063,1,2,1,3,17,567,522,17,555,165,1882,13,6,1,3,2,
108832,2,1,1,1,6,561,411,6,551,310,5087,5,22,1,2,3,
22342,1,1,4,3,22,225,212,25,225,146,328,1,8,1,4,2,
133298,2,1,3,5,5,151,64,5,149,144,1173,4,4,1,3,3,
140450,1,1,1,3,1,428,14,1,14,123,424,3,45,1,5,5,
8128,2,1,3,1,14,200,418,14,196,189,839,4,7,2,1,3,
9781,2,1,1,5,5,42,61,5,43,42,125,17,31,1,4,3,
148303,2,1,3,3,5,294,283,5,279,266,2547,9,13,1,2,2,
135796,1,1,3,3,24,476,136,23,468,420,1161,3,9,1,3,2,
20796,2,1,1,3,5,201,650,5,197,190,4150,4,70,1,2,2,
69585,1,1,1,3,8,206,1359,8,203,196,5721,1,1,1,7,2,
36743,1,1,1,1,5,365,11,5,364,346,718,1,1,1,3,2,
9852,1,1,1,3,3,9,49,3,9,9,2635,7,11,1,1,2,
148623,2,1,1,3,3,4,917,3,4,4,2485,4,4,1,4,3,
116460,2,1,1,3,6,8,1857,6,137,133,7399,3,9,1,4,3,
96685,1,1,3,3,5,7,1344,5,7,7,4130,1,24,1,2,2,
22111,1,1,4,7,3,78,681,15,170,45,3193,7,47,7,3,2,
103850,1,1,4,1,1,644,411,1,430,510,4297,6,64,1,4,5,
92614,2,1,1,1,5,136,882,5,133,128,2338,3,9,1,2,2,
68258,2,1,1,3,5,56,103,5,103,100,2984,3,20,1,2,3,
138842,2,1,4,1,5,101,409,5,190,334,2075,3,9,1,2,2,
15448,1,1,1,1,11,490,30,11,482,431,1257,7,62,1,2,2,
20407,2,1,1,3,5,115,329,25,152,173,630,23,63,1,4,2,
118162,2,1,3,1,4,185,38,4,345,322,607,20,51,9,3,4,
46186,2,1,1,1,6,455,99,6,451,139,1082,12,17,1,2,2,
9565,1,1,3,7,15,263,156,15,260,251,3928,3,9,1,3,3,
111163,1,1,1,3,8,106,363,8,102,99,703,9,36,1,2,3,
28291,1,1,3,1,5,483,1600,5,226,217,5032,3,45,2,3,4,
46792,1,1,4,1,4,289,520,4,288,272,1137,5,42,1,3,3,
135967,1,1,3,3,8,205,404,8,502,33,1527,4,70,1,3,3,
64339,2,1,3,5,20,61,156,20,61,62,1974,4,7,1,3,3,
140372,2,1,1,1,11,108,135,11,105,84,362,17,72,1,1,2,
50103,2,1,1,1,5,475,30,5,467,419,1158,3,3,1,2,3,
50839,2,1,3,3,1,72,255,1,14,123,1199,4,7,1,3,5,
85744,1,1,1,3,5,152,33,5,150,145,2383,8,28,1,6,3,
81254,2,1,3,4,11,490,106,3,41,41,3786,5,5,1,2,3,
135444,1,1,4,7,15,45,436,15,46,45,1314,1,1,1,2,2,
124065,1,1,3,1,11,86,706,11,84,117,1749,5,42,10,2,3,
139815,1,1,3,3,5,101,341,5,190,334,928,1,1,1,1,2,
144723,2,1,1,5,1,629,151,1,14,14,666,5,42,1,4,5,
2914,2,1,1,3,8,15,23,8,15,15,83,11,30,2,4,5,
64195,2,1,3,5,4,430,1190,4,236,522,3546,5,42,1,3,3,
116737,2,1,2,3,1,280,259,1,188,1,760,3,9,1,2,3,
6998,2,1,1,3,19,509,65,19,175,61,1663,2,74,9,4,3,
149690,2,1,1,3,16,524,34,16,517,94,1531,6,6,1,2,3,
3148,2,1,1,3,5,157,780,5,155,150,1993,4,7,1,3,3,
123900,1,1,2,3,6,332,67,6,330,310,114,1,1,1,5,2,
119766,2,1,1,3,11,183,105,11,181,175,1111,12,17,1,3,3,
65162,1,1,1,3,5,171,408,5,359,333,3479,1,24,1,3,2,
48781,1,1,4,3,3,62,74,3,398,230,5676,7,10,1,4,2,
64642,2,1,3,3,3,52,4,3,53,53,1577,4,70,1,2,3,
111945,1,1,3,3,7,274,30,7,274,232,420,1,8,1,6,3,
46825,1,1,3,3,12,23,23,12,23,23,2223,7,47,1,4,2,
79831,1,1,2,3,8,206,208,8,203,196,564,9,35,1,3,3,
5864,2,1,3,4,9,277,383,9,429,393,980,3,3,3,3,2,
58852,1,1,1,3,6,104,273,6,382,25,2140,1,1,3,3,3,
88656,2,1,1,1,21,491,99,21,483,432,1261,5,5,1,2,3,
51271,2,1,4,1,11,244,87,11,246,236,361,3,38,1,2,3,
27796,1,1,4,3,22,225,19,25,225,146,4133,1,1,1,5,2,
47279,1,1,1,5,22,119,136,25,116,132,5932,4,4,1,3,2,
68074,2,1,3,3,3,4,235,3,4,4,1402,3,39,1,4,3,
99915,1,1,3,1,4,234,336,4,236,226,642,7,62,1,6,5,
38704,1,1,4,3,4,37,5,4,37,37,5,6,41,1,2,3,
23591,2,1,1,3,8,206,404,8,203,196,3958,22,57,1,7,2,
120170,1,1,1,3,1,65,19,1,64,114,568,1,24,14,4,5,
94249,1,1,1,3,9,77,721,9,75,154,6590,7,10,1,2,3,
60467,1,1,3,1,32,617,386,32,637,355,4594,3,19,1,3,3,
98364,2,1,1,1,5,39,11,5,321,303,1244,9,13,1,4,3,
14736,1,1,1,5,5,294,1434,5,279,266,4458,21,95,1,1,2,
20154,1,1,1,3,8,206,194,8,203,196,1042,9,13,1,3,2,
82439,1,1,3,1,5,58,64,5,58,59,68,6,6,1,2,3,
82528,2,1,3,1,6,22,778,6,22,22,1989,5,42,1,2,3,
92373,2,1,3,3,11,295,130,11,295,279,824,5,5,1,2,2,
44668,2,1,3,3,14,464,686,14,312,348,1677,9,43,1,3,2,
94119,2,1,1,1,5,180,45,5,402,371,955,12,17,1,3,3,
100325,2,1,3,3,3,78,23,3,76,6,5831,11,30,1,5,3,
54352,2,1,3,3,5,471,1533,5,661,205,4758,9,21,1,2,3,
140939,2,1,1,3,5,435,408,5,424,390,2137,24,67,1,2,2,
63567,2,1,4,2,22,174,425,25,248,307,859,5,77,1,3,3,
11999,1,1,4,3,8,149,265,8,147,142,2980,4,7,1,3,2,
61415,2,1,2,3,13,553,155,17,63,65,210,9,13,1,4,3,
69373,2,1,3,3,13,26,87,13,26,481,1821,14,27,1,4,5,
78628,1,1,1,3,1,450,14,1,535,406,2406,6,6,1,3,3,
135062,2,1,1,5,5,285,485,5,284,138,1308,11,30,1,3,5,
59840,2,1,1,3,21,99,377,21,542,361,2001,3,3,1,3,2,
9483,1,1,4,1,21,532,68,21,644,464,3913,8,28,1,4,3,
133403,2,1,1,1,24,323,61,23,324,308,546,24,67,1,2,2,
17225,1,1,1,3,3,133,497,3,90,64,2083,1,24,7,7,2,
47511,2,1,4,3,14,196,54,14,193,187,266,14,23,1,6,2,
107485,1,1,3,5,8,149,265,8,147,142,1973,4,7,1,2,3,
94252,2,1,1,3,4,430,853,4,421,489,2225,3,39,1,4,4,
108654,2,1,3,7,15,314,108,15,317,268,1516,24,67,2,3,2,
141269,1,1,3,1,8,433,65,8,423,275,959,1,1,1,3,3,
40690,2,1,1,2,24,319,87,23,320,302,529,18,108,1,3,4,
51371,1,1,3,3,13,84,819,13,82,82,2119,30,128,1,6,3,
13885,2,1,3,3,30,258,502,30,303,286,4652,2,2,1,2,2,
81695,1,1,1,1,2,563,19,2,577,336,2132,3,45,2,2,3,
53943,2,1,4,3,5,43,77,5,44,43,2479,6,6,1,4,2,
19541,2,1,3,1,16,164,142,16,161,156,213,3,20,1,2,4,
14449,2,1,3,3,3,69,3,3,68,4,678,1,1,1,3,2,
57162,1,1,1,1,11,370,1410,11,300,284,4377,5,5,1,4,3,
51054,2,1,1,1,6,47,774,6,48,340,5023,34,185,1,2,2,
5755,1,1,3,3,4,380,290,4,141,137,538,3,9,1,3,5,
146962,1,1,3,3,4,289,346,4,288,272,867,7,11,1,3,5,
59446,2,1,4,1,8,205,65,8,342,318,1319,6,6,1,5,3,
58746,2,1,4,3,11,530,54,11,522,463,1870,3,9,1,2,2,
29229,2,1,1,3,6,12,33,6,12,12,3294,4,7,1,3,3,
49006,2,1,3,4,8,245,11,8,247,237,832,3,39,1,2,4,
55928,1,1,1,2,23,546,183,22,191,185,6577,6,6,1,2,2,
58275,1,1,3,7,15,105,961,15,100,98,2647,7,52,1,4,3,
96568,1,1,3,3,13,176,605,13,176,167,1389,11,69,1,3,3,
70526,2,1,3,3,13,50,59,13,51,194,843,17,31,1,2,3,
41855,2,1,1,3,14,241,247,14,243,233,125,20,51,1,4,2,
7542,2,1,4,3,8,449,915,8,269,258,3470,3,9,6,3,3,
116626,1,1,3,3,5,31,132,5,31,218,171,5,42,1,3,3,
133494,1,1,3,4,6,79,391,6,77,78,4837,7,11,1,7,3,
27723,2,1,1,1,8,410,11,8,406,374,856,9,21,1,2,3,
5715,2,1,3,5,12,30,94,12,30,30,2332,3,45,2,3,3,
61608,1,1,4,3,23,204,192,22,201,511,2706,3,9,1,2,3,
96061,2,1,3,3,11,244,703,11,246,236,1732,3,3,1,5,2,
71241,2,1,3,5,20,283,59,20,282,110,2026,3,9,1,4,3,
63451,1,1,4,3,1,190,130,1,188,182,1640,9,36,1,3,2,
78509,1,1,1,3,6,178,99,6,143,139,187,9,35,6,3,3,
103174,1,1,1,3,5,365,182,5,190,184,922,1,1,1,3,3,
107642,1,1,4,1,5,118,45,5,115,240,893,17,31,1,2,3,
5374,1,1,3,5,5,42,907,5,43,42,2844,1,1,1,6,3,
81946,1,1,3,1,4,413,358,4,409,378,3515,1,33,1,5,3,
68193,1,1,4,1,7,240,30,7,242,232,356,1,8,1,2,3,
137328,2,1,3,3,14,513,1346,14,455,414,5243,5,5,1,2,3,
60486,1,1,1,3,4,473,1564,4,465,418,4882,16,97,1,3,2,
66457,1,1,3,3,8,407,310,8,91,89,1167,3,9,5,3,3,
12840,2,1,1,3,11,341,135,11,339,315,593,4,7,1,3,2,
30548,1,1,3,1,5,171,73,5,39,39,5904,5,42,1,2,3,
122444,2,1,3,3,8,74,11,8,72,74,470,1,24,1,3,3,
137945,2,1,3,1,9,162,114,9,75,331,636,3,45,1,4,3,
90661,1,1,1,3,9,18,24,9,18,18,3034,6,6,1,3,3,
22249,2,1,1,3,14,196,54,14,193,187,266,6,6,1,2,2,
57740,1,1,1,3,4,404,219,4,401,369,5065,1,1,1,6,3,
17079,1,1,1,1,21,458,662,21,452,411,1606,31,135,1,5,2,
129569,2,1,4,1,23,160,38,22,157,152,206,5,80,1,3,3,
21071,1,1,3,3,12,97,67,12,23,23,114,5,5,1,3,2,
