,Gender,TypeofDisability,castecategory,Religion,Candidate State,Candidate District,PartnerName,TC State,TC District,TC Constituency,TC Name,SectorName,JobRole,TotalCandidatesinBatch,Result,Certified,agegroup,EducationLevel,placed
95410,2,2,1,3,5,259,231,5,179,247,4186,13,36,1,1,1,4,2,
144355,1,1,1,3,6,12,2193,6,12,12,7118,4,7,1,1,1,5,2,
28268,1,1,3,1,3,158,87,3,280,41,1018,1,24,1,1,1,4,2,
130534,1,1,3,3,11,242,26,14,455,414,6583,17,31,1,1,1,6,3,
18143,2,1,1,3,23,555,213,22,547,480,2863,3,20,1,1,1,4,3,
144949,1,1,3,1,12,265,521,12,169,163,1050,1,1,1,1,1,2,2,
116667,2,1,3,3,5,171,67,5,39,162,223,5,42,1,1,1,2,3,
135829,2,1,3,3,9,177,169,9,177,168,236,4,7,1,1,1,2,2,
85800,1,1,1,3,9,453,36,9,448,409,7358,1,1,1,4,2,4,3,
117386,2,1,3,1,3,69,480,3,68,4,3572,5,77,1,1,1,3,3,
102689,2,1,3,3,15,110,316,15,101,98,1620,3,20,1,1,1,2,3,
62488,1,1,1,3,5,39,381,5,321,303,1899,1,1,1,1,1,4,2,
120834,1,1,4,1,6,22,22,6,22,22,22,7,52,1,1,1,2,3,
35492,1,1,1,5,8,16,224,8,16,16,5099,17,31,1,1,1,3,3,
1230,2,1,3,1,19,443,67,19,437,300,141,5,22,1,2,2,3,2,
73738,1,1,1,3,5,151,132,5,149,144,171,7,10,1,1,1,6,2,
29854,1,1,4,1,22,73,1,25,419,388,2753,7,11,1,1,1,4,2,
146558,2,1,1,5,23,482,192,22,454,413,2892,3,3,1,1,1,3,2,
49821,1,1,4,3,8,106,363,8,102,99,703,9,36,1,1,1,2,3,
117965,2,1,1,5,6,12,1019,6,382,25,2868,5,5,1,1,1,3,3,
11369,1,1,2,3,6,12,10,6,12,12,4257,7,47,1,1,1,5,2,
86828,1,1,4,2,4,363,707,4,362,337,6790,1,1,1,1,1,6,2,
126651,2,1,3,3,14,197,136,14,47,46,267,4,4,1,1,1,3,3,
63674,1,1,3,3,12,161,564,12,174,201,7215,3,9,3,2,2,3,3,
37830,2,1,3,3,5,42,465,3,280,41,6063,5,5,1,1,1,3,3,
102616,2,1,3,7,15,110,316,15,101,98,4622,17,31,1,1,1,3,3,
99834,2,1,1,3,18,125,534,18,494,118,1177,3,9,1,1,1,5,3,
38184,2,1,3,3,3,169,3,3,3,3,2065,15,32,1,4,2,2,2,
29519,1,1,3,3,11,470,59,11,461,357,1125,4,4,1,1,1,3,3,
143528,1,1,3,3,14,184,367,14,182,40,6625,1,24,1,1,1,4,2,
57755,2,1,3,1,5,144,142,5,142,138,582,15,82,1,1,1,3,3,
28584,1,1,3,1,3,62,59,3,398,230,808,7,10,1,1,1,3,2,
66393,2,1,1,1,8,339,11,8,337,204,588,3,3,1,2,2,4,5,
81535,2,1,3,5,5,252,11,5,190,334,907,12,17,1,1,1,3,2,
129891,1,1,1,3,5,187,402,5,185,178,5887,18,37,1,1,1,3,3,
38687,2,1,3,3,5,151,4,3,53,53,1577,9,21,1,1,1,3,3,
138472,1,1,1,3,11,244,59,11,246,236,825,2,2,1,1,1,2,3,
78508,1,1,3,3,24,323,61,23,324,308,546,8,28,1,1,1,3,3,
67817,1,1,1,1,24,320,38,23,322,304,532,6,55,1,1,1,3,5,
76735,1,1,4,1,8,206,65,8,203,196,1593,17,31,1,1,1,3,2,
51126,1,1,3,3,9,18,437,9,18,18,924,4,4,1,1,1,4,3,
54339,2,1,3,1,18,508,59,18,494,118,1379,4,4,1,1,1,3,5,
76813,1,1,3,3,5,573,11,5,289,274,453,1,24,1,1,1,2,2,
32836,2,1,3,3,5,157,11,5,155,150,202,22,57,1,1,1,3,5,
47836,2,1,1,1,9,386,38,9,38,38,39,3,19,1,1,1,4,2,
22830,1,1,1,3,5,151,382,5,149,144,5628,1,24,1,1,1,3,2,
107307,2,1,2,3,1,114,14,1,111,108,1024,3,9,1,1,1,3,5,
96021,1,1,1,3,5,58,2012,5,58,59,6567,3,45,1,1,1,3,3,
138036,1,1,3,7,15,110,156,15,101,98,5353,4,7,6,1,1,4,2,
42759,1,1,1,4,8,587,11,8,275,60,421,9,36,1,1,1,4,2,
14763,2,1,1,3,8,300,397,8,301,89,780,3,3,1,1,1,4,3,
29011,2,1,3,5,18,313,321,18,370,299,616,3,9,5,2,2,4,3,
40452,2,1,4,3,3,124,49,3,120,230,2688,5,48,1,1,1,2,2,
53870,1,1,3,1,9,70,388,9,69,70,1235,5,22,1,1,1,1,3,
85836,2,1,1,4,12,30,628,12,30,30,1471,4,4,1,1,1,3,3,
31450,1,1,2,3,25,615,113,24,114,111,6208,11,16,1,4,2,2,3,
108829,2,1,3,3,5,109,341,5,107,104,2890,3,9,1,1,1,3,3,
66734,1,1,1,3,3,4,1041,3,4,4,5288,1,1,1,1,1,5,2,
64370,2,1,4,3,1,14,259,1,14,123,3856,4,4,1,1,1,3,2,
94047,2,1,3,3,15,223,206,15,221,214,1840,12,17,1,1,1,4,2,
3141,2,1,3,1,14,487,54,14,478,187,1230,4,4,1,1,1,4,2,
92700,1,1,3,1,18,441,308,18,434,398,587,6,6,1,1,1,2,3,
64357,2,1,1,5,5,247,379,5,250,151,939,5,5,1,1,1,2,3,
60380,2,1,1,5,22,238,891,25,241,493,2364,4,70,1,3,2,3,3,
140317,2,1,1,4,5,180,45,5,402,371,955,3,38,1,4,2,2,3,
77921,2,1,3,3,4,380,290,4,141,137,538,3,9,1,1,1,3,4,
59089,2,1,1,3,8,270,1358,8,231,222,4198,23,63,1,1,1,7,3,
2194,1,1,1,5,23,204,183,22,201,195,1554,1,1,1,1,1,3,2,
87563,2,1,4,1,5,249,73,5,307,289,919,3,9,1,1,1,2,3,
19901,1,1,3,3,11,295,130,11,295,279,895,17,75,1,1,1,3,3,
44688,2,1,1,5,23,546,377,22,314,298,3495,4,4,1,4,2,3,3,
3281,1,1,3,4,4,143,140,4,294,328,1063,17,72,1,1,1,4,3,
141252,1,1,3,1,13,310,87,13,172,474,1782,7,47,2,1,2,5,2,
4287,2,1,3,3,3,69,153,3,68,4,2470,10,25,1,1,1,3,2,
40392,2,1,2,1,21,445,142,21,439,403,3659,3,20,1,1,1,1,2,
133401,1,1,4,3,12,192,283,3,90,64,2975,6,6,1,1,1,1,2,
18468,2,1,3,3,8,149,352,8,147,142,5227,3,9,1,1,1,2,3,
22423,1,1,3,3,5,31,1718,5,31,31,5504,25,73,1,1,1,4,5,
6382,1,1,1,3,1,14,136,1,14,123,2940,7,10,1,1,1,6,2,
115157,2,2,4,3,21,511,1269,21,521,462,3851,13,7,2,1,1,2,3,
17983,2,1,4,2,1,190,259,1,188,182,445,5,5,1,1,1,5,2,
122008,2,1,3,3,21,465,99,21,457,262,1144,5,5,6,1,1,2,2,
18344,1,1,1,3,4,363,655,4,362,337,1587,1,1,1,1,1,3,5,
29372,1,1,1,1,16,625,34,16,624,81,3048,1,24,1,1,1,2,3,
39416,1,1,3,3,3,69,627,3,68,4,1468,6,6,8,1,1,3,3,
49773,1,1,2,1,14,46,428,14,436,400,863,4,70,1,1,1,3,3,
119969,2,1,3,4,11,183,105,11,181,175,1225,12,17,1,1,1,3,2,
83125,1,1,3,3,3,124,280,3,120,230,3270,6,6,9,1,1,2,3,
7181,1,1,3,3,13,26,84,13,26,26,115,17,31,1,1,1,4,2,
51852,1,1,3,7,15,282,2004,15,477,429,6521,17,160,1,3,2,3,3,
88216,1,1,1,3,4,234,498,4,236,226,2997,1,8,1,1,1,6,2,
88089,2,1,1,1,5,247,64,5,250,151,1423,6,6,1,3,2,2,3,
78802,1,1,3,3,11,383,256,3,167,3,438,1,1,2,1,1,3,2,
126800,1,1,1,1,5,171,67,5,39,162,223,1,1,1,1,1,2,2,
10851,2,1,3,3,3,169,3,3,68,4,678,12,17,1,1,1,3,2,
128032,1,1,1,3,1,72,311,1,198,305,842,9,36,1,1,1,3,2,
91145,1,1,1,4,21,99,377,21,542,361,2001,3,9,1,3,2,3,5,
29118,2,1,1,1,17,307,135,17,309,293,499,2,74,1,1,1,2,3,
76080,2,1,1,1,3,133,4,3,130,64,425,4,4,1,1,1,3,2,
140824,2,1,3,1,13,176,26,13,26,261,1643,10,65,1,1,1,2,2,
3108,1,1,3,1,17,525,135,17,518,293,1541,1,59,6,1,1,2,3,
145213,2,1,1,1,11,647,118,11,653,527,152,3,3,1,1,1,3,2,
81302,2,1,3,3,13,134,59,13,82,387,1322,4,4,5,1,1,3,2,
69795,1,1,3,3,8,276,34,8,269,258,5316,7,11,1,1,1,2,3,
16568,2,1,3,4,12,30,1598,12,30,30,5019,3,19,1,4,2,3,3,
31815,1,1,1,3,1,14,151,1,14,14,666,4,4,1,1,1,3,3,
22823,1,1,1,3,4,289,130,4,129,125,2707,1,24,1,1,1,5,3,
87808,1,1,4,3,16,98,1160,16,94,329,3438,1,1,1,1,1,5,3,
11188,2,1,1,3,5,157,370,5,155,303,722,3,19,1,1,1,4,2,
72187,1,1,1,1,9,500,208,9,24,24,2978,7,10,1,1,1,4,3,
149251,1,1,3,3,18,129,59,18,125,122,161,1,24,1,1,1,5,5,
94515,1,1,1,1,8,389,776,8,384,99,5108,6,6,1,1,1,2,3,
12095,1,1,4,4,22,119,87,25,116,132,401,3,20,1,1,1,6,2,
133359,1,1,2,1,24,444,38,23,438,402,2246,6,41,1,1,1,2,3,
13282,2,1,1,3,3,62,132,3,398,230,171,3,9,1,1,1,3,3,
128817,2,1,3,1,6,68,87,6,67,69,422,2,15,8,1,1,3,3,
1705,1,1,3,1,15,263,432,15,260,251,872,1,24,1,3,2,3,3,
122861,2,1,3,3,11,108,158,5,115,112,1396,3,9,1,1,1,3,2,
21409,1,1,4,3,4,231,346,4,234,224,1662,9,21,1,1,1,3,3,
35680,2,1,1,3,12,161,157,12,174,201,1487,3,20,1,1,1,3,3,
111899,2,1,1,3,16,164,142,16,161,156,213,6,55,1,3,2,4,3,
60090,1,1,3,4,15,110,392,15,101,98,1522,3,45,2,1,1,3,4,
38114,1,1,3,1,22,153,14,25,151,243,375,9,35,1,1,1,4,3,
47138,1,1,1,3,11,448,21,11,442,405,2553,8,28,1,1,1,4,3,
93974,1,1,3,5,18,338,321,18,336,118,616,3,9,5,3,2,3,3,
95537,1,1,1,1,24,167,38,23,165,159,218,4,4,1,1,1,4,5,
25762,1,1,4,1,15,92,30,15,266,251,3400,17,72,1,1,1,2,3,
132427,1,1,1,3,6,79,86,6,77,78,1170,7,11,1,1,1,5,3,
88491,2,1,3,3,3,52,4,3,130,64,425,1,33,1,1,1,4,3,
14745,2,1,3,3,5,358,1536,5,358,363,4769,6,6,1,3,2,1,2,
15587,2,1,4,3,8,106,65,8,102,99,127,3,38,1,1,1,2,3,
130399,1,1,3,3,5,43,59,5,44,43,5651,1,24,1,1,1,5,3,
21933,1,1,3,3,24,148,19,23,146,433,1268,6,41,1,3,2,2,2,
130566,2,1,3,3,9,77,114,9,75,331,636,3,45,1,1,1,2,3,
106732,1,1,1,3,8,149,1159,8,147,142,3436,11,79,1,1,1,3,3,
143621,1,1,4,1,6,327,882,6,327,10,3016,8,28,1,1,1,5,3,
7566,2,1,1,5,13,480,1171,13,473,425,3478,17,31,1,1,1,3,2,
140128,1,1,1,3,8,206,288,8,203,196,7050,29,98,1,1,1,2,3,
46922,2,1,3,5,5,157,1693,5,155,150,6048,9,43,1,3,2,2,2,
3536,2,1,3,3,5,352,284,5,349,437,2171,6,6,1,1,1,3,3,
69634,1,1,1,3,23,248,84,22,251,239,369,4,7,14,1,1,5,2,
63639,2,1,3,3,5,365,11,5,190,334,907,3,3,1,1,1,4,5,
34061,2,1,2,3,8,433,65,8,423,275,959,23,63,1,1,1,3,2,
90421,2,1,1,3,3,158,43,3,280,41,432,26,119,1,1,1,2,2,
138078,1,1,3,1,2,329,1526,2,328,336,4739,32,166,1,1,1,3,3,
120493,1,1,3,7,15,105,156,15,100,98,2170,1,1,12,1,1,3,2,
133006,2,1,3,5,20,283,19,20,113,110,142,6,41,1,1,1,3,3,
114053,2,1,1,3,9,218,1448,5,358,345,4495,3,38,1,4,2,4,2,
76282,1,1,1,3,8,15,858,8,16,16,3265,25,87,1,1,1,3,5,
129911,2,1,1,5,11,183,4,3,130,64,425,5,66,1,3,2,4,3,
75115,2,1,3,1,20,202,444,20,199,174,3665,8,28,1,2,2,2,2,
22183,1,1,3,5,13,189,59,13,187,82,365,9,35,1,1,1,3,3,
78163,1,1,4,3,9,177,76,9,177,168,6332,5,5,1,3,2,4,2,
33346,1,1,3,4,3,6,436,3,6,6,4249,1,1,1,1,1,4,2,
80370,1,1,3,1,5,142,371,8,15,15,3781,12,17,1,1,1,2,3,
37926,2,1,4,3,20,113,45,20,110,107,2341,2,2,5,1,1,5,3,
56252,1,1,1,3,9,86,61,9,84,117,6329,1,1,1,1,1,4,3,
25359,1,1,1,3,8,300,36,8,301,89,1832,3,9,1,2,2,3,3,
34488,1,1,3,1,12,192,124,12,171,48,1501,7,52,1,1,1,4,2,
108861,1,1,4,3,7,233,74,7,235,225,1932,1,1,1,1,1,5,2,
28401,2,1,4,3,21,528,45,21,521,462,2487,3,45,1,1,1,3,5,
2565,2,1,3,3,12,321,341,12,169,163,1744,19,104,6,1,1,2,4,
148550,1,1,3,4,12,161,1882,12,174,201,6134,6,6,1,1,1,3,3,
78539,2,1,1,5,23,555,213,22,547,480,2863,3,20,1,4,2,5,3,
4966,1,1,1,3,4,289,130,4,129,125,2707,1,8,1,1,1,7,3,
75925,1,1,1,3,6,131,291,6,128,50,539,4,4,1,1,1,3,2,
40037,1,1,3,1,12,161,407,12,174,201,805,4,4,1,1,1,2,3,
126658,2,1,3,3,12,23,23,12,57,23,2632,3,9,1,1,1,3,3,
125075,2,1,2,3,8,300,909,8,301,89,2457,11,30,1,1,1,4,5,
118802,2,1,3,3,18,313,142,18,370,299,1053,12,17,1,3,2,4,2,
4821,1,1,3,3,20,266,200,20,238,107,2358,4,4,10,1,1,2,3,
148456,1,1,1,1,8,90,87,8,88,87,344,18,37,1,1,1,2,3,
78113,1,1,3,3,20,266,200,20,238,107,2220,7,11,1,1,1,4,2,
139644,1,1,3,3,12,161,157,12,174,201,1487,3,20,1,1,1,2,3,
141326,1,1,3,3,8,343,1849,8,342,318,6017,4,7,1,1,1,3,2,
132044,1,1,3,3,13,480,1171,13,473,425,3478,17,31,1,1,1,4,2,
28201,1,1,3,1,4,385,38,4,379,353,1236,6,41,1,3,2,2,3,
40335,1,1,3,3,12,267,132,12,268,201,171,8,28,1,1,1,5,3,
14212,1,1,3,1,13,122,59,13,118,115,150,7,10,1,1,1,4,2,
142695,2,1,3,3,9,77,36,9,75,154,5146,3,9,1,1,1,3,5,
98360,1,1,2,1,16,396,157,16,670,120,5671,5,77,1,1,1,4,3,
55331,1,1,4,3,20,113,174,20,110,174,248,1,1,1,1,1,4,2,
54344,2,1,3,3,5,346,94,5,344,321,368,3,9,7,1,1,3,3,
112659,1,1,4,3,5,144,239,5,142,138,2555,1,1,1,1,1,2,2,
74148,2,1,3,3,5,152,469,5,150,145,7028,6,6,1,3,2,4,3,
118306,2,1,4,1,8,16,34,8,16,16,2501,19,40,1,4,2,2,2,
12398,2,1,3,3,24,319,87,23,320,302,529,6,41,1,4,2,4,2,
33641,1,1,3,4,22,174,14,25,248,307,1306,1,59,1,1,1,2,2,
53215,1,1,3,5,20,354,596,20,353,174,1581,1,1,1,1,1,7,2,
33549,2,1,3,1,13,553,84,13,545,477,1798,17,31,1,1,1,5,5,
143115,2,1,3,3,3,52,289,3,53,53,535,1,24,1,1,1,5,2,
116763,1,1,3,2,27,305,502,27,308,290,1072,2,15,1,1,1,3,3,
127215,2,1,1,3,6,83,517,6,81,192,1123,23,63,1,1,1,3,2,
88389,2,1,3,5,13,421,115,13,414,383,4738,5,22,1,1,1,2,3,
111703,1,1,4,3,3,124,256,3,120,230,2904,11,30,1,1,1,3,5,
88762,1,1,3,4,9,544,19,9,252,241,2176,6,6,1,1,1,3,3,
16286,2,1,1,3,6,8,1589,6,8,8,4976,3,3,1,1,1,2,2,
40951,1,1,4,3,17,540,74,17,533,470,1679,6,6,18,1,1,2,2,
103283,2,1,3,3,3,3,3,3,68,4,678,3,3,1,1,1,6,2,
3348,1,1,4,7,15,105,253,15,100,268,434,1,1,1,1,1,1,2,
146004,1,1,3,3,12,97,176,12,57,23,3972,17,31,1,1,1,3,3,
145031,1,1,3,4,15,110,207,15,101,98,3013,4,70,1,1,1,2,2,
96848,2,1,1,3,8,245,37,8,247,237,3511,9,76,1,1,1,2,3,
49078,1,1,1,3,11,242,64,11,244,234,358,9,36,2,1,1,3,3,
76139,2,1,1,3,4,489,498,4,480,430,1246,3,9,1,1,1,6,5,
118760,2,1,3,3,5,271,61,5,219,43,702,4,7,1,1,1,2,2,
146910,2,1,1,5,5,57,61,5,56,57,65,9,13,1,1,1,3,3,
26998,2,1,1,3,6,455,1065,6,451,139,4869,3,9,1,1,1,3,3,
10152,1,1,4,1,1,182,259,1,484,73,4027,1,8,1,1,1,3,2,
108353,1,1,3,4,5,496,227,5,488,7,371,11,30,1,1,1,4,5,
88133,2,1,4,3,3,9,43,3,9,9,3489,10,25,1,1,1,1,2,
72140,1,1,3,3,3,52,4,3,53,53,1577,6,81,1,3,2,3,3,
38315,2,1,3,3,6,8,440,6,8,8,3813,3,93,1,1,1,3,3,
43277,2,1,3,3,5,56,103,5,103,100,2494,3,9,1,1,1,3,3,
24690,1,1,2,1,21,577,142,21,567,403,5631,6,55,1,1,1,3,3,
143206,1,1,3,3,5,118,1860,5,115,240,6042,3,9,1,3,2,6,5,
125553,2,1,4,3,19,443,1707,19,437,300,5460,12,17,5,1,1,2,3,
146529,1,1,3,3,5,56,2141,5,103,100,6967,3,45,1,1,1,3,5,
45634,1,1,3,3,11,86,219,11,84,351,4441,3,9,1,1,1,2,3,
23940,2,1,1,1,5,435,11,5,424,390,964,22,57,1,1,1,3,5,
24258,2,1,4,1,11,93,45,11,498,449,5467,12,17,2,1,1,2,2,
86501,2,1,3,5,13,134,59,13,131,126,534,2,2,1,1,1,4,2,
23492,2,1,3,1,24,323,61,23,324,308,546,3,3,1,1,1,3,2,
55215,2,1,3,3,11,583,64,11,575,498,2108,6,6,1,1,1,2,3,
7765,2,1,2,3,21,102,99,21,523,464,1596,5,5,1,1,1,3,3,
118260,2,1,3,3,12,161,157,12,174,201,581,4,70,9,1,1,3,3,
18692,1,1,1,3,11,356,703,11,270,260,2010,6,6,1,3,2,3,3,
106568,1,1,3,3,9,232,19,9,299,283,2014,6,6,1,1,1,2,3,
147324,1,1,4,3,3,133,1579,3,90,64,4940,6,6,1,1,1,4,5,
86594,1,1,4,3,20,266,200,20,238,107,3728,7,11,1,1,1,2,2,
76991,2,1,3,3,4,385,707,4,345,488,2181,11,30,1,1,1,3,3,
115343,1,1,2,2,26,516,59,26,460,149,1121,7,52,1,1,1,2,2,
83794,2,1,3,3,3,69,3,3,68,4,82,15,32,1,1,1,3,2,
69381,1,1,4,3,30,466,839,30,458,286,2183,8,12,1,4,2,4,3,
133923,2,1,3,4,5,171,955,5,39,39,2622,3,9,1,1,1,4,3,
131176,2,1,3,3,5,126,61,5,122,119,2392,5,48,1,1,1,2,2,
140627,1,1,3,3,12,172,597,5,343,320,1372,7,52,10,1,1,5,6,
36983,2,1,4,6,9,500,38,9,24,24,1337,2,2,1,1,1,3,3,
80147,1,1,3,3,4,312,1094,4,352,328,3207,7,10,1,1,1,7,5,
111262,2,1,3,5,11,244,816,11,246,408,2109,9,36,1,3,2,2,3,
5338,2,1,1,3,6,22,654,6,22,22,2731,3,9,1,1,1,3,3,
67633,2,1,2,3,6,140,33,6,137,133,5909,4,7,12,1,1,3,3,
131621,1,1,1,1,5,142,371,8,15,15,3781,7,10,1,1,1,4,2,
48828,2,1,3,3,13,34,246,13,34,103,410,3,9,1,1,1,3,2,
84546,1,1,3,4,3,62,219,3,398,230,2595,3,9,3,1,1,3,3,
33045,2,1,1,1,21,532,1020,21,523,464,2871,12,17,9,2,2,2,2,
142620,2,1,3,3,5,398,142,5,284,138,439,3,19,1,4,2,2,3,
143409,1,1,1,5,1,14,1315,1,64,66,4034,3,9,1,1,1,3,2,
24140,2,1,3,3,11,470,59,11,461,357,1125,4,4,1,1,1,2,3,
111244,2,1,3,3,3,62,132,3,398,230,171,5,5,1,2,2,3,2,
78059,2,1,2,3,16,261,34,16,50,49,1442,6,6,1,1,1,2,3,
133915,1,1,3,4,15,426,330,15,418,386,1251,1,1,1,1,1,6,3,
56955,2,1,4,3,8,245,11,8,247,237,832,3,3,1,1,1,5,4,
93283,2,1,3,5,11,530,49,11,522,463,7210,3,45,8,1,1,3,4,
74556,2,1,3,1,18,551,30,18,543,475,1783,3,19,1,1,1,2,2,
57139,2,1,3,3,13,176,45,13,26,261,408,2,2,1,1,1,4,3,
60043,1,1,2,1,24,560,19,23,390,359,775,1,59,1,3,2,2,2,
19878,1,1,3,3,18,338,497,18,213,206,1709,1,1,1,1,1,3,2,
37840,2,1,4,1,6,455,99,6,451,139,1082,19,40,2,2,2,3,2,
93757,1,1,1,3,9,453,73,9,448,409,1074,1,1,1,1,1,2,2,
125774,2,1,3,5,12,192,124,12,171,48,1501,17,31,1,1,1,3,3,
147048,2,1,4,3,14,40,54,14,40,270,446,3,19,1,3,2,2,2,
148012,1,1,4,3,1,65,151,1,64,66,2934,7,11,1,1,1,3,2,
146044,1,1,3,4,9,250,19,9,252,241,1335,11,79,1,1,1,5,2,
21540,2,1,3,5,11,103,45,11,99,97,122,19,46,1,1,1,2,2,
3308,2,1,1,3,6,8,33,6,8,8,2066,3,9,14,1,1,3,5,
35142,1,1,3,1,7,592,74,7,514,458,1517,6,6,1,2,2,2,3,
80021,2,1,3,3,5,201,73,5,197,190,649,3,9,1,4,2,3,3,
95572,2,1,1,3,5,120,77,5,117,91,4876,10,18,1,3,2,3,2,
55236,2,1,3,3,5,262,38,5,265,256,456,3,19,1,1,1,2,3,
142393,2,1,4,1,5,365,11,5,364,346,718,9,35,1,4,2,4,5,
46241,1,1,1,3,11,244,87,11,246,236,361,7,62,1,1,1,3,3,
81543,1,1,3,3,6,260,238,6,263,254,7402,3,9,1,1,1,2,3,
59175,1,1,4,3,25,117,113,24,114,111,144,27,126,5,1,1,5,2,
78765,2,1,1,1,14,32,47,14,32,32,2055,4,7,1,1,1,1,2,
8858,1,1,4,3,21,457,87,21,95,83,117,1,24,1,1,1,4,2,
123017,2,1,4,7,14,200,47,14,196,189,1212,9,35,1,1,1,3,3,
124892,1,1,2,1,8,622,34,8,623,354,3000,6,6,1,4,2,3,3,
90350,2,1,3,3,6,140,137,6,137,133,178,12,17,1,3,2,3,2,
93725,2,1,1,3,8,300,397,8,301,89,1622,4,7,2,1,1,2,2,
16206,1,1,4,3,5,101,1328,5,190,184,4079,17,31,1,1,1,3,3,
19510,1,1,3,7,15,282,159,15,257,248,789,1,1,1,1,1,3,2,
89440,2,1,3,3,6,12,800,6,12,12,5652,4,4,1,1,1,3,2,
58155,2,1,1,3,5,435,11,5,424,390,964,4,7,1,1,1,2,3,
62615,2,1,3,1,13,50,87,13,51,194,284,4,4,1,1,1,2,3,
25553,1,1,3,3,13,122,35,13,118,115,36,17,31,1,1,1,3,5,
15847,2,6,3,3,12,23,1231,12,23,23,3709,13,6,1,3,2,4,2,
52891,2,1,3,3,13,50,59,13,131,126,534,11,30,1,1,1,3,3,
50439,1,1,3,4,3,158,479,3,280,41,1010,11,30,6,1,1,3,5,
70266,2,1,1,3,5,43,620,5,44,43,1433,3,19,1,1,1,2,3,
18169,2,1,1,1,11,93,45,11,498,145,1429,12,17,1,3,2,2,2,
90,2,1,3,1,13,76,45,13,74,76,90,19,40,1,1,1,2,5,
102655,1,1,4,3,5,101,1560,5,190,334,4870,7,138,1,1,1,3,3,
13678,2,1,1,3,8,230,65,8,233,88,339,28,63,1,3,2,2,2,
2203,1,1,1,3,18,313,45,18,370,299,1559,1,24,2,3,2,3,2,
31345,1,1,3,3,7,571,30,7,561,232,1930,1,59,9,1,1,3,3,
76300,2,1,2,3,6,542,10,6,534,172,5228,3,3,1,1,1,4,3,
24642,1,1,3,1,20,316,19,20,113,110,142,6,41,1,2,2,3,3,
64022,1,1,3,1,21,130,142,21,127,325,1588,1,33,1,1,1,2,3,
127473,2,1,3,4,3,6,436,3,6,6,4249,3,20,14,1,1,4,2,
67287,2,1,3,3,5,29,11,5,29,29,245,4,4,1,1,1,2,2,
104037,2,1,3,3,5,120,67,12,23,23,72,3,9,1,1,1,4,3,
71859,2,1,1,3,8,106,310,8,102,99,2801,3,9,1,1,1,2,3,
41794,1,1,4,7,15,45,436,15,46,45,6151,1,1,1,3,2,1,2,
16252,2,1,1,3,5,27,99,5,27,27,139,12,17,1,1,1,2,3,
92827,1,1,4,3,5,43,1848,5,44,43,6016,6,41,11,1,1,6,5,
108443,1,1,3,1,5,152,130,5,150,145,1540,1,59,1,1,1,3,3,
47761,1,1,3,1,11,141,59,11,138,134,179,1,24,1,1,1,2,3,
126696,1,1,1,3,8,149,94,8,147,142,368,5,5,1,1,1,3,3,
92176,1,1,4,3,13,310,825,13,172,474,2143,16,29,1,1,1,2,3,
120409,2,1,3,4,4,413,36,4,409,378,879,14,23,1,2,2,7,2,
16953,2,1,2,1,18,129,506,18,662,122,5067,28,148,1,1,1,2,2,
137075,2,1,3,1,14,241,54,14,243,233,357,24,67,1,1,1,1,2,
123578,1,1,4,3,1,190,1,1,188,182,345,5,42,1,3,2,3,3,
50334,2,1,1,3,11,448,21,11,442,452,1630,6,6,1,3,2,3,3,
57422,1,1,3,3,12,462,67,12,23,58,1102,5,5,1,3,2,2,3,
4463,2,1,1,1,4,363,38,4,362,337,2529,3,38,6,1,1,6,5,
91349,2,1,3,5,13,26,87,13,26,481,1821,3,3,1,1,1,3,3,
113582,1,1,3,3,12,30,1929,12,268,48,6274,8,172,2,2,2,3,3,
118745,2,1,4,3,8,449,1207,8,16,16,3613,4,4,10,1,1,4,3,
121384,2,1,1,3,23,298,192,22,297,281,3002,3,38,8,1,1,3,2,
25972,2,1,3,3,22,138,1060,25,116,341,3051,24,67,1,2,2,2,2,
72668,2,1,4,4,6,12,13,6,12,12,6430,4,4,1,1,1,2,3,
53575,1,1,3,4,13,189,59,13,187,82,365,9,35,1,1,1,3,3,
60405,2,1,3,1,6,212,690,6,208,202,3650,15,32,1,1,1,1,3,
73299,1,1,4,7,15,344,117,15,223,216,5452,3,45,9,1,1,3,3,
27662,2,1,1,1,7,523,553,7,625,267,4128,15,32,1,1,1,2,3,
28354,2,1,1,1,5,569,98,5,558,490,2768,24,67,1,4,2,1,2,
88347,1,1,1,3,5,7,1436,5,7,7,4462,1,1,1,1,1,6,2,
68660,1,1,1,3,8,318,11,8,319,301,524,1,1,1,1,1,3,2,
58131,2,1,1,3,6,12,949,6,12,12,2597,19,104,1,1,1,5,3,
75394,1,1,3,4,18,331,115,18,329,242,563,3,9,1,4,2,3,3,
100009,1,1,3,1,21,146,662,21,144,124,1606,31,135,1,1,1,3,3,
120201,2,1,2,1,2,2,696,2,536,336,1711,4,4,1,2,2,2,3,
108571,1,1,3,1,7,13,30,7,13,13,721,1,59,1,1,1,4,2,
22896,2,1,2,3,1,114,222,1,111,108,2031,9,43,1,1,1,3,3,
10377,1,1,3,3,15,344,156,15,223,216,2203,1,1,5,1,1,2,2,
5828,2,1,4,1,1,190,45,1,188,182,1341,12,17,1,3,2,4,3,
120145,1,1,3,3,5,359,1010,5,103,191,2836,6,6,1,1,1,3,3,
72653,2,1,1,3,5,157,370,5,155,303,722,12,17,1,1,1,3,2,
